commande_id,client_id,produit_id,quantite,date_commande,montant_total
698,54,21,57,2025-08-03,431799.62
699,58,12,23,2025-10-30,849428.29
700,30,30,15,2025-12-25,39677.31
701,171,37,83,2026-01-02,162253.31
702,16,4,75,2025-10-14,130338.3
703,142,30,72,2025-11-07,593282.51
704,33,30,41,2026-02-10,633205.48
705,60,42,92,2025-09-13,708635.84
706,147,49,49,2026-01-22,348465.06
707,47,26,86,2025-10-14,121392.49
708,73,42,36,2025-07-21,768692.09
709,79,22,87,2025-04-07,711055.09
710,176,32,11,2026-04-02,376197.4
711,147,2,95,2025-05-10,87685.49
712,21,26,68,2026-03-20,911294.36
713,178,9,27,2025-04-13,41668.13
714,190,22,84,2025-10-01,151999.12
715,105,12,99,2026-02-04,170493.98
716,76,6,93,2025-05-03,462642.34
717,76,6,48,2025-08-30,2864.61
718,165,22,77,2025-11-15,828960.93
719,20,47,63,2025-05-21,958516.26
720,152,13,58,2025-08-22,409314.45
721,158,24,31,2025-08-04,386752.79
722,137,24,95,2025-07-03,86946.58
723,42,28,67,2025-09-07,100542.37
724,133,19,69,2025-12-08,96581.34
725,54,44,10,2025-11-29,383862.3
726,6,30,36,2025-05-13,477288.08
727,23,29,80,2025-04-29,674958.76
728,167,31,99,2025-11-04,870374.77
729,127,39,74,2025-05-02,840633.61
730,27,23,52,2025-06-29,696392.76
731,130,18,98,2026-03-20,340425.99
732,64,50,57,2025-08-11,4791.75
733,25,47,72,2025-12-19,402064.2
734,143,12,36,2026-03-08,323129.54
735,90,40,33,2025-08-18,409415.59
736,37,45,46,2025-06-21,617772.77
737,16,4,77,2026-03-15,236714.17
738,65,23,44,2025-10-08,288103.82
739,76,2,18,2025-10-06,316365.2
740,176,23,49,2025-04-13,491883.34
741,43,15,67,2025-08-30,769973.97
742,167,29,61,2026-04-01,950432.68
743,98,37,47,2025-04-04,544978.65
744,156,7,10,2025-05-26,851375.09
745,36,42,95,2025-12-15,757428.81
746,26,24,99,2026-03-14,393815.08
747,86,12,92,2025-06-10,669548.21
748,26,50,64,2026-03-28,571471.3
749,60,18,47,2025-10-26,502245.67
750,36,24,69,2025-07-14,368327.97
751,92,45,67,2025-06-13,421792.14
752,61,12,42,2025-04-22,510058.39
753,66,11,77,2025-12-07,963972.07
754,131,33,12,2025-12-25,876681.57
755,122,24,33,2025-10-24,367294.15
756,40,47,38,2025-08-21,912433.77
757,190,21,71,2025-08-06,395518.99
758,120,42,80,2025-07-24,395755.58
759,115,18,53,2026-02-14,229152.81
760,146,14,43,2025-10-19,897148.48
761,122,50,49,2025-05-12,27506.57
762,29,16,25,2025-08-28,766908.55
763,78,34,57,2025-10-07,934958.95
764,1,33,91,2026-03-05,33233.55
765,99,3,22,2025-05-04,3990.93
766,172,40,96,2026-02-01,159193.92
767,95,23,69,2025-06-17,521536.26
768,65,9,94,2026-02-16,722013.42
769,86,4,93,2025-09-22,608794.34
770,26,7,97,2025-07-27,89664.32
771,25,38,13,2025-10-29,4813.6
772,111,42,41,2025-10-06,454885.35
773,159,23,17,2025-05-25,893314.66
774,118,35,50,2026-03-03,515305.28
775,49,42,21,2026-03-20,874665.26
776,183,16,44,2025-08-23,206939.51
777,53,18,69,2025-08-27,29877.25
778,83,21,95,2026-01-08,14066.43
779,169,27,41,2026-02-02,841911.73
780,176,36,74,2025-12-08,919194.59
781,156,43,89,2026-03-23,291666.59
782,40,35,16,2026-04-02,967505.02
783,155,20,40,2025-06-07,191869.39
784,28,45,58,2025-07-15,759579.2
785,139,14,70,2025-12-11,437821.04
786,53,5,38,2025-05-26,919169.64
787,46,49,23,2025-09-10,826688.55
788,148,46,98,2025-11-02,953371.65
789,140,50,45,2025-07-24,257939.19
790,153,28,55,2025-11-02,336157.26
791,144,21,50,2025-08-03,395952.17
792,145,14,70,2026-03-28,323184.27
793,160,8,98,2025-04-09,481678.65
794,192,18,64,2025-12-21,797648.12
795,164,28,12,2025-11-09,294501.0
796,3,34,20,2025-08-01,553192.32
797,48,37,14,2025-04-23,665540.91
798,151,10,89,2026-01-26,687386.23
799,64,41,38,2026-01-02,332116.22
800,146,31,20,2025-08-13,62548.0
801,183,7,60,2026-03-05,926426.26
802,41,9,41,2025-08-30,604925.55
803,16,8,50,2025-06-15,426389.48
804,62,14,70,2025-06-22,718812.08
805,191,46,72,2025-10-19,596130.48
806,119,46,74,2025-08-15,292681.96
807,69,20,83,2025-06-27,972203.96
808,184,11,89,2025-12-12,176006.82
809,179,32,23,2025-07-02,67003.85
810,170,40,87,2026-01-25,980125.1
811,161,8,11,2025-07-16,620027.41
812,74,35,57,2025-08-27,630549.67
813,141,14,80,2025-05-17,448028.01
814,4,36,10,2025-08-14,675474.92
815,200,39,13,2025-09-28,673627.31
816,20,17,16,2026-02-21,2515.71
817,91,34,24,2026-02-26,324428.27
818,174,49,50,2025-12-15,367092.09
819,163,38,11,2025-05-06,435586.63
820,71,45,88,2026-03-13,331800.14
821,60,15,44,2025-09-22,39265.23
822,45,49,82,2025-12-16,204635.43
823,133,1,46,2025-05-29,363277.22
824,170,11,98,2025-04-14,533275.9
825,78,16,64,2026-03-21,216709.63
826,161,31,39,2025-12-02,158291.98
827,38,19,44,2025-06-28,780768.69
828,60,29,65,2025-11-02,507643.33
829,71,23,58,2026-01-13,225587.98
830,12,10,61,2025-07-09,916749.52
831,112,45,57,2026-02-21,349199.47
832,9,22,77,2026-03-29,361255.12
833,117,45,22,2025-07-08,788997.34
834,199,36,82,2026-03-18,18130.63
835,146,45,16,2025-11-30,556011.0
836,43,28,55,2025-11-01,309709.74
837,64,37,82,2026-01-09,983193.42
838,149,46,98,2025-12-10,791961.68
839,136,16,63,2025-04-23,362967.51
840,38,2,99,2025-08-26,391242.06
841,77,28,37,2026-02-07,612165.08
842,19,28,19,2025-10-05,2075.71
843,71,28,46,2025-09-06,619266.68
844,76,6,14,2026-01-27,629463.04
845,17,2,97,2025-06-18,535291.42
846,186,35,38,2026-01-01,64406.89
847,113,41,58,2025-12-06,92230.23
848,1,43,87,2025-06-14,244764.6
849,187,34,14,2025-04-03,637046.25
850,96,29,60,2025-11-10,924472.44
851,98,23,36,2025-08-31,150816.59
852,2,8,65,2025-11-27,235576.93
853,75,27,35,2025-11-06,719242.71
854,78,47,45,2026-01-27,323200.72
855,196,11,36,2025-04-03,216025.87
856,43,27,81,2025-04-21,743613.46
857,120,9,34,2025-09-17,3932.07
858,82,1,17,2025-04-03,801132.29
859,33,47,63,2025-08-22,778141.86
860,111,22,55,2026-02-10,429902.24
861,29,28,19,2025-12-26,289109.28
862,129,3,19,2025-06-20,333449.73
863,103,20,39,2025-05-24,167915.34
864,197,34,16,2026-02-17,209407.88
865,136,6,30,2025-07-13,814888.04
866,102,2,61,2025-10-14,549373.78
867,124,37,25,2025-06-27,848724.32
868,53,49,78,2025-08-17,143584.08
869,59,20,12,2026-02-13,246554.8
870,154,23,11,2025-05-02,397108.8
871,50,36,59,2025-12-02,801983.28
872,104,21,45,2025-07-20,533586.17
873,174,26,85,2025-04-15,899599.98
874,124,41,59,2026-03-25,607192.18
875,53,12,72,2025-09-06,192202.06
876,157,43,38,2025-08-23,273312.74
877,161,47,64,2025-10-03,225664.08
878,184,41,29,2025-09-18,177248.95
879,25,17,72,2026-03-19,317385.66
880,132,2,75,2026-01-24,753204.9
881,18,41,39,2025-05-14,732795.87
882,44,42,52,2025-11-27,701387.98
883,163,32,80,2025-07-30,994567.4
884,176,16,84,2025-09-27,853561.3
885,27,45,39,2025-06-23,794916.57
886,51,5,61,2026-01-19,57011.9
887,66,34,15,2026-02-03,519534.72
888,21,6,99,2026-01-23,945451.06
889,134,50,18,2026-03-01,859672.24
890,153,38,33,2026-02-09,754321.23
891,102,5,60,2025-04-04,681442.61
892,69,48,80,2025-05-20,446783.57
893,13,13,57,2026-01-27,409659.54
894,172,20,29,2025-10-20,867845.65
895,138,22,24,2025-07-13,638792.53
896,136,25,53,2025-05-24,105030.19
897,186,24,72,2025-12-31,788881.59
898,148,37,24,2025-04-09,370408.65
899,151,10,55,2025-11-27,660179.42
900,80,25,25,2025-07-27,987276.08
901,173,45,63,2025-06-22,837532.57
902,27,47,74,2025-10-01,887127.01
903,191,33,50,2025-04-08,528103.73
904,134,8,27,2025-06-18,208646.44
905,9,28,73,2025-07-24,562588.98
906,114,28,76,2025-07-02,103430.98
907,167,26,85,2025-11-07,977519.77
908,170,20,96,2026-02-10,447276.21
909,24,41,33,2025-04-27,811043.08
910,165,31,79,2025-10-31,248190.83
911,62,20,62,2025-09-30,803828.26
912,24,33,76,2025-11-18,339289.76
913,138,28,42,2025-10-20,260190.79
914,51,14,42,2026-02-07,389477.72
915,84,19,99,2026-02-22,578732.39
916,123,28,47,2025-09-11,36130.22
917,170,30,12,2025-09-26,113939.93
918,68,26,36,2026-03-01,244724.62
919,130,12,79,2025-06-21,393209.02
920,141,34,76,2026-03-11,59117.7
921,135,18,67,2025-11-02,90908.94
922,12,23,45,2025-07-03,607487.68
923,76,8,24,2025-12-26,848155.55
924,2,19,30,2025-08-04,222594.56
925,148,17,89,2025-07-26,150698.43
926,163,38,54,2026-02-09,387674.79
927,91,9,29,2026-02-11,634547.3
928,184,42,49,2026-04-01,761840.35
929,172,45,68,2025-12-03,949074.1
930,183,28,13,2025-10-08,272044.76
931,79,2,45,2025-10-29,979718.37
932,2,42,86,2026-01-27,795789.06
933,126,29,15,2025-06-01,865771.51
934,159,42,58,2025-08-06,45802.87
935,149,39,22,2025-05-20,463300.6
936,181,24,13,2025-05-04,132237.21
937,113,7,85,2025-09-18,475771.95
938,188,48,75,2025-10-10,726956.08
939,138,2,23,2026-02-24,292371.35
940,83,23,89,2026-03-21,234161.62
941,106,7,51,2026-03-26,2582.27
942,14,15,93,2025-10-29,152834.32
943,107,9,44,2025-12-14,12882.34
944,116,22,80,2025-10-03,193184.67
945,138,30,25,2025-05-22,952279.53
946,97,8,88,2025-05-31,106957.88
947,127,5,39,2026-02-16,898245.62
948,190,7,44,2025-05-22,243335.24
949,120,14,52,2025-05-28,538046.38
950,160,9,43,2025-10-12,265712.81
951,98,6,44,2025-06-02,711094.55
952,141,39,15,2025-10-27,865350.51
953,23,2,58,2026-02-24,348829.59
954,1,50,39,2026-03-14,338632.26
955,147,21,11,2026-02-03,510296.83
956,41,26,64,2025-09-16,626496.76
957,95,6,12,2025-05-23,263418.64
958,43,44,88,2025-10-07,778007.31
959,7,22,81,2025-04-23,404495.01
960,13,16,95,2026-01-03,680349.59
961,186,41,88,2025-12-09,669416.15
962,172,11,92,2025-05-14,497264.46
963,61,14,48,2025-11-19,455570.8
964,181,30,76,2025-08-28,342888.37
965,1,36,97,2025-06-28,734644.93
966,93,30,30,2025-06-10,800342.96
967,6,13,100,2025-04-30,380876.1
968,20,17,71,2025-11-03,552303.28
969,95,3,51,2025-04-23,838028.87
970,182,21,34,2025-10-26,207758.95
971,14,14,80,2025-11-26,410395.22
972,187,8,79,2025-08-28,98430.23
973,193,4,67,2025-07-20,378360.63
974,140,39,37,2025-11-15,477362.83
975,105,25,12,2025-11-13,218916.94
976,151,19,24,2025-05-10,307973.03
977,122,32,40,2025-07-01,364975.64
978,180,24,15,2025-05-08,320071.17
979,48,12,40,2025-07-08,355770.68
980,54,2,29,2026-01-14,23760.27
981,29,27,78,2026-02-08,283197.21
982,75,27,61,2026-01-24,303459.86
983,105,15,21,2025-08-27,477135.1
984,189,28,68,2025-11-28,502290.22
985,35,5,14,2025-05-04,520144.86
986,177,6,71,2025-08-22,970552.79
987,128,40,76,2025-11-05,721960.06
988,40,42,97,2026-02-16,738215.03
989,16,27,23,2025-11-22,113811.94
990,38,1,23,2026-02-08,880316.43
991,133,43,53,2025-05-18,173189.42
992,72,31,95,2025-12-31,280296.28
993,184,19,19,2025-05-18,683410.83
994,124,11,24,2026-03-27,106715.87
995,170,14,70,2025-05-31,245647.32
996,153,28,99,2026-01-06,72750.86
997,133,16,78,2025-05-15,861608.37
998,175,47,15,2025-11-25,929790.81
999,122,26,24,2025-06-27,678782.79
1000,21,45,75,2025-04-05,536463.29
617,13,27,74,2026-03-22,3481.1
253,162,30,73,2025-09-04,338609.32
135,2,42,24,2025-10-02,767612.34
488,102,17,66,2025-09-23,685594.14
806,119,46,74,2025-08-15,292681.96
182,15,18,41,2025-04-08,758104.08
896,136,25,53,2025-05-24,105030.19
956,41,26,64,2025-09-16,626496.76
168,97,14,52,2025-09-08,442991.11
42,68,3,15,2025-12-28,538964.51
226,82,18,100,2026-03-24,812736.21
95,54,28,78,2025-06-20,752491.59
394,115,16,68,2025-07-09,192900.51
353,4,23,82,2025-08-19,996047.2
323,148,30,37,2025-04-18,142244.21
832,9,22,77,2026-03-29,361255.12
397,172,26,11,2025-06-01,820862.87
101,166,45,27,2026-03-13,195151.93
924,2,19,30,2025-08-04,222594.56
829,71,23,58,2026-01-13,225587.98
